model,num_samples,sgx,gradient,num_threads,train_rows,train_time,test_rows,test_time,acc,f1
svm,80000,1,True,2,56000,5985706000,24000,32084000,1.0,1.0
svm,80000,1,True,2,56000,5258455000,24000,12296000,1.0,1.0
svm,80000,1,True,2,56000,5254441000,24000,12497000,1.0,1.0
svm,80000,1,True,2,56000,5253814000,24000,12378000,1.0,1.0
svm,80000,1,True,2,56000,5256045000,24000,12385000,1.0,1.0
svm,80000,1,True,2,56000,6199801000,24000,12357000,1.0,1.0
svm,80000,1,True,2,56000,5330479000,24000,12384000,1.0,1.0
svm,80000,1,True,2,56000,5328671000,24000,12357000,1.0,1.0
svm,80000,1,True,2,56000,5330761000,24000,12445000,1.0,1.0
svm,80000,1,True,2,56000,5330691000,24000,12395000,1.0,1.0
svm,80000,1,True,2,56000,5333022000,24000,12340000,1.0,1.0
svm,90000,0,True,2,63000,948779000,27000,2404196,1.0,1.0
svm,90000,0,True,2,63000,944462395,27000,2304988,1.0,1.0
svm,90000,0,True,2,63000,977562044,27000,2277914,1.0,1.0
svm,90000,0,True,2,63000,970775704,27000,2269599,1.0,1.0
svm,90000,0,True,2,63000,980541731,27000,2365066,1.0,1.0
svm,90000,0,True,2,63000,962264540,27000,2277918,1.0,1.0
svm,90000,0,True,2,63000,948095358,27000,2257945,1.0,1.0
svm,90000,0,True,2,63000,960633851,27000,2268897,1.0,1.0
svm,90000,0,True,2,63000,970521203,27000,2332133,1.0,1.0
svm,90000,0,True,2,63000,976869136,27000,2376729,1.0,1.0
svm,90000,0,True,2,63000,966020117,27000,2264370,1.0,1.0
svm,90000,1,True,2,63000,6981376000,27000,33990000,1.0,1.0
svm,90000,1,True,2,63000,6963288000,27000,13890000,1.0,1.0
svm,90000,1,True,2,63000,5979763000,27000,14015000,1.0,1.0
svm,90000,1,True,2,63000,5977403000,27000,14042000,1.0,1.0
svm,90000,1,True,2,63000,5977417000,27000,14029000,1.0,1.0
svm,90000,1,True,2,63000,5975963000,27000,13978000,1.0,1.0
svm,90000,1,True,2,63000,5980594000,27000,14001000,1.0,1.0
svm,90000,1,True,2,63000,5974935000,27000,13936000,1.0,1.0
svm,90000,1,True,2,63000,5981368000,27000,13936000,1.0,1.0
svm,90000,1,True,2,63000,5978530000,27000,13964000,1.0,1.0
svm,90000,1,True,2,63000,5979018000,27000,14064000,1.0,1.0
svm,100000,0,True,2,70000,1064189088,30000,2500167,1.0,1.0
svm,100000,0,True,2,70000,1042586093,30000,2526356,1.0,1.0
svm,100000,0,True,2,70000,1047711781,30000,2434296,1.0,1.0
svm,100000,0,True,2,70000,1046193447,30000,2465822,1.0,1.0
svm,100000,0,True,2,70000,1040568087,30000,2466805,1.0,1.0
svm,100000,0,True,2,70000,1033545669,30000,2449639,1.0,1.0
svm,100000,0,True,2,70000,1024068445,30000,2466448,1.0,1.0
svm,100000,0,True,2,70000,1019578062,30000,2454567,1.0,1.0
svm,100000,0,True,2,70000,1037202931,30000,2479722,1.0,1.0
svm,100000,0,True,2,70000,1051748124,30000,2472101,1.0,1.0
svm,100000,0,True,2,70000,1044035659,30000,2460681,1.0,1.0
svm,100000,1,True,2,70000,7376605000,30000,35086000,1.0,1.0
svm,100000,1,True,2,70000,7640743000,30000,14919000,1.0,1.0
svm,100000,1,True,2,70000,6528447000,30000,14960000,1.0,1.0
svm,100000,1,True,2,70000,6526545000,30000,15013000,1.0,1.0
svm,100000,1,True,2,70000,6528908000,30000,14949000,1.0,1.0
svm,100000,1,True,2,70000,6533717000,30000,15055000,1.0,1.0
svm,100000,1,True,2,70000,6525929000,30000,15039000,1.0,1.0
svm,100000,1,True,2,70000,6524764000,30000,14981000,1.0,1.0
svm,100000,1,True,2,70000,6522463000,30000,15036000,1.0,1.0
svm,100000,1,True,2,70000,6522517000,30000,15053000,1.0,1.0
svm,100000,1,True,2,70000,6523436000,30000,14944000,1.0,1.0
